y,x,street_count,highway,junction,ref,geometry
10.9915213,106.6510998,3,,,,POINT (106.6510998 10.9915213)
10.9916061,106.6509808,3,,,,POINT (106.6509808 10.9916061)
10.9960769,106.6498744,3,,,,POINT (106.6498744 10.9960769)
10.8003005,106.6611255,3,,,,POINT (106.6611255 10.8003005)
10.96821,106.4867049,3,,,,POINT (106.4867049 10.96821)
10.9683092,106.4857906,3,,,,POINT (106.4857906 10.9683092)
10.9686883,106.4866921,3,,,,POINT (106.4866921 10.9686883)
10.9736908,106.4831326,3,,,,POINT (106.4831326 10.9736908)
10.975144,106.4839846,3,,,,POINT (106.4839846 10.975144)
10.8004218,106.6608314,3,,,,POINT (106.6608314 10.8004218)
10.8006063,106.6611353,3,,,,POINT (106.6611353 10.8006063)
10.8006232,106.6615765,3,,,,POINT (106.6615765 10.8006232)
10.8006172,106.6610366,3,,,,POINT (106.6610366 10.8006172)
11.0576399,106.5944959,3,,,,POINT (106.5944959 11.0576399)
11.031822,106.6279753,3,,,,POINT (106.6279753 11.031822)
11.0079308,106.6452654,3,,,,POINT (106.6452654 11.0079308)
11.0072885,106.6452593,3,,,,POINT (106.6452593 11.0072885)
11.0064255,106.6451985,4,,,,POINT (106.6451985 11.0064255)
11.0067626,106.6451414,3,,,,POINT (106.6451414 11.0067626)
11.0076091,106.6447041,3,,,,POINT (106.6447041 11.0076091)
11.0073972,106.6448149,3,,,,POINT (106.6448149 11.0073972)
11.027942,106.6299009,3,,,,POINT (106.6299009 11.027942)
10.9979764,106.6481214,3,,,,POINT (106.6481214 10.9979764)
10.9841283,106.6662908,4,,,,POINT (106.6662908 10.9841283)
10.9964492,106.6498492,4,,,,POINT (106.6498492 10.9964492)
10.9928945,106.6558152,4,,,,POINT (106.6558152 10.9928945)
10.9841321,106.6661631,4,,,,POINT (106.6661631 10.9841321)
10.9844964,106.6660872,3,,,,POINT (106.6660872 10.9844964)
10.9786642,106.6680743,4,,,,POINT (106.6680743 10.9786642)
10.9863754,106.6654257,4,,,,POINT (106.6654257 10.9863754)
11.0439628,106.6850203,3,,,,POINT (106.6850203 11.0439628)
11.0437725,106.6847,3,,,,POINT (106.6847 11.0437725)
11.0436072,106.6851067,3,,,,POINT (106.6851067 11.0436072)
11.043899,106.685108,3,,,,POINT (106.685108 11.043899)
11.0436639,106.6847181,3,,,,POINT (106.6847181 11.0436639)
10.9906157,106.674013,4,,,,POINT (106.674013 10.9906157)
10.9870226,106.669295,3,,,,POINT (106.669295 10.9870226)
11.043937,106.6847939,3,,,,POINT (106.6847939 11.043937)
11.0438465,106.6851413,3,,,,POINT (106.6851413 11.0438465)
10.9864257,106.6655424,4,,,,POINT (106.6655424 10.9864257)
10.9870798,106.6692458,3,,,,POINT (106.6692458 10.9870798)
11.043977,106.6848885,3,,,,POINT (106.6848885 11.043977)
11.0435289,106.684961,3,,,,POINT (106.684961 11.0435289)
11.0056396,106.6760345,4,,,,POINT (106.6760345 11.0056396)
11.0433617,106.6350791,3,,,,POINT (106.6350791 11.0433617)
11.0227651,106.6491679,4,,,,POINT (106.6491679 11.0227651)
11.0429447,106.6733053,3,,,,POINT (106.6733053 11.0429447)
11.0431231,106.6732858,3,,,,POINT (106.6732858 11.0431231)
11.0589947,106.6870172,4,,,,POINT (106.6870172 11.0589947)
11.0432859,106.6349354,3,,,,POINT (106.6349354 11.0432859)
11.0497289,106.7577562,4,,,,POINT (106.7577562 11.0497289)
11.0493729,106.7575975,3,,,,POINT (106.7575975 11.0493729)
11.046627,106.7370016,3,,,,POINT (106.7370016 11.046627)
11.0495034,106.7577697,3,,,,POINT (106.7577697 11.0495034)
11.0422037,106.6650453,3,,,,POINT (106.6650453 11.0422037)
11.0498265,106.757476,3,,,,POINT (106.757476 11.0498265)
11.0535216,106.70503,4,,,,POINT (106.70503 11.0535216)
11.042019,106.6650671,3,,,,POINT (106.6650671 11.042019)
11.053606,106.7049145,4,,,,POINT (106.7049145 11.053606)
11.0536499,106.7050387,4,,,,POINT (106.7050387 11.0536499)
11.0496883,106.7490069,3,,,,POINT (106.7490069 11.0496883)
11.0427704,106.6698633,4,,,,POINT (106.6698633 11.0427704)
11.0497269,106.757349,3,,,,POINT (106.757349 11.0497269)
11.0583161,106.7761827,3,,,,POINT (106.7761827 11.0583161)
11.0974212,106.7715751,3,,,,POINT (106.7715751 11.0974212)
11.073004,106.7892458,3,,,,POINT (106.7892458 11.073004)
11.0781206,106.7854732,3,,,,POINT (106.7854732 11.0781206)
11.0165795,106.7502056,3,,,,POINT (106.7502056 11.0165795)
11.0854014,106.7798434,3,,,,POINT (106.7798434 11.0854014)
11.053597,106.7853946,3,,,,POINT (106.7853946 11.053597)
10.9784068,106.7410166,3,,,,POINT (106.7410166 10.9784068)
10.9784091,106.7409153,3,,,,POINT (106.7409153 10.9784091)
11.0079759,106.7459249,3,,,,POINT (106.7459249 11.0079759)
11.0763533,106.7888395,3,,,,POINT (106.7888395 11.0763533)
11.076765,106.7885095,3,,,,POINT (106.7885095 11.076765)
11.0583895,106.7761314,4,,,,POINT (106.7761314 11.0583895)
11.0954039,106.7744745,4,,,,POINT (106.7744745 11.0954039)
10.9754922,106.4739138,3,,,,POINT (106.4739138 10.9754922)
10.9740983,106.4769422,4,,,,POINT (106.4769422 10.9740983)
10.9714828,106.4815379,4,,,,POINT (106.4815379 10.9714828)
10.9739987,106.4768948,3,,,,POINT (106.4768948 10.9739987)
10.9772219,106.4710227,4,,,,POINT (106.4710227 10.9772219)
10.9925213,106.4487328,4,,,,POINT (106.4487328 10.9925213)
11.0060143,106.4273689,4,,,,POINT (106.4273689 11.0060143)
10.8853006,106.5880513,4,,,,POINT (106.5880513 10.8853006)
10.9044841,106.5888768,3,,,,POINT (106.5888768 10.9044841)
10.908732,106.5885747,3,,,,POINT (106.5885747 10.908732)
10.8107827,106.6900119,1,,,,POINT (106.6900119 10.8107827)
10.8011855,106.7113752,3,,,,POINT (106.7113752 10.8011855)
10.8012791,106.7111262,3,,,,POINT (106.7111262 10.8012791)
10.8015651,106.7110915,3,,,,POINT (106.7110915 10.8015651)
10.8016017,106.7115512,3,,,,POINT (106.7115512 10.8016017)
10.8016858,106.7114473,3,,,,POINT (106.7114473 10.8016858)
10.8016809,106.7112111,3,,,,POINT (106.7112111 10.8016809)
10.7897127,106.7302083,3,,,,POINT (106.7302083 10.7897127)
10.7935755,106.7308397,3,,,,POINT (106.7308397 10.7935755)
10.7977775,106.721121,4,,,,POINT (106.721121 10.7977775)
10.7977449,106.7241969,3,traffic_signals,,,POINT (106.7241969 10.7977449)
10.7985786,106.7209545,3,,,,POINT (106.7209545 10.7985786)
10.7987901,106.7214179,3,,,,POINT (106.7214179 10.7987901)
10.799097,106.7239272,3,traffic_signals,,,POINT (106.7239272 10.799097)
10.8003398,106.73257,4,,,,POINT (106.73257 10.8003398)
10.711673,106.5987956,4,traffic_signals,,,POINT (106.5987956 10.711673)
10.7116166,106.5991754,3,traffic_signals,,,POINT (106.5991754 10.7116166)
10.7132262,106.5990474,3,,,,POINT (106.5990474 10.7132262)
10.7138939,106.5995938,3,,,,POINT (106.5995938 10.7138939)
10.7146166,106.5993276,3,,,,POINT (106.5993276 10.7146166)
10.7162287,106.6013366,3,,,,POINT (106.6013366 10.7162287)
10.7175199,106.6021075,3,,,,POINT (106.6021075 10.7175199)
10.7176023,106.5998311,3,,,,POINT (106.5998311 10.7176023)
10.7180584,106.6028184,3,,,,POINT (106.6028184 10.7180584)
10.718128,106.6014372,3,,,,POINT (106.6014372 10.718128)
10.7194985,106.6001503,3,,,,POINT (106.6001503 10.7194985)
10.7201423,106.6075166,3,,,,POINT (106.6075166 10.7201423)
10.72033,106.6074231,3,,,,POINT (106.6074231 10.72033)
10.8798987,106.7865308,3,,,,POINT (106.7865308 10.8798987)
10.8839305,106.7443461,4,,,,POINT (106.7443461 10.8839305)
10.8873355,106.7381364,3,,,,POINT (106.7381364 10.8873355)
10.8906384,106.7860806,3,,,,POINT (106.7860806 10.8906384)
10.8916407,106.8000799,3,,,,POINT (106.8000799 10.8916407)
10.8934701,106.7933652,3,,,,POINT (106.7933652 10.8934701)
10.8937664,106.758323,3,,,,POINT (106.758323 10.8937664)
10.8971926,106.7402053,4,,,,POINT (106.7402053 10.8971926)
10.9038308,106.7681236,3,,,,POINT (106.7681236 10.9038308)
10.9067458,106.768786,3,,,,POINT (106.768786 10.9067458)
10.9079047,106.7587378,4,,yes,,POINT (106.7587378 10.9079047)
10.9097418,106.7450217,4,,,,POINT (106.7450217 10.9097418)
10.923858,106.7129558,3,,,,POINT (106.7129558 10.923858)
10.8981963,106.7616651,3,,,,POINT (106.7616651 10.8981963)
10.91078,106.7697736,3,,,,POINT (106.7697736 10.91078)
10.913685,106.7694957,3,,,,POINT (106.7694957 10.913685)
10.9155887,106.7692131,3,,,,POINT (106.7692131 10.9155887)
10.9019092,106.7067325,3,,,,POINT (106.7067325 10.9019092)
10.902325,106.7045181,3,,,,POINT (106.7045181 10.902325)
10.9046192,106.7043276,4,,,,POINT (106.7043276 10.9046192)
10.9102999,106.7027615,3,,,,POINT (106.7027615 10.9102999)
10.9141147,106.7066541,3,,,,POINT (106.7066541 10.9141147)
10.9423968,106.6963545,3,,,,POINT (106.6963545 10.9423968)
10.9431672,106.6909708,3,,,,POINT (106.6909708 10.9431672)
10.9449086,106.6906109,3,,,,POINT (106.6906109 10.9449086)
10.9723997,106.6598514,3,,,,POINT (106.6598514 10.9723997)
10.9731927,106.6596339,3,,,,POINT (106.6596339 10.9731927)
10.955664,106.701584,4,,,,POINT (106.701584 10.955664)
10.970583,106.7140603,4,,,,POINT (106.7140603 10.970583)
10.9772914,106.7491824,3,,,,POINT (106.7491824 10.9772914)
10.9811432,106.7207192,3,,,,POINT (106.7207192 10.9811432)
10.9869989,106.7426083,4,,,,POINT (106.7426083 10.9869989)
10.9870602,106.742521,4,,,,POINT (106.742521 10.9870602)
11.0001906,106.7227986,3,,,,POINT (106.7227986 11.0001906)
11.0023785,106.7224347,3,,,,POINT (106.7224347 11.0023785)
11.005219,106.7197948,3,,,,POINT (106.7197948 11.005219)
11.0055629,106.7204701,4,,,,POINT (106.7204701 11.0055629)
11.0062073,106.720058,3,,,,POINT (106.720058 11.0062073)
11.008021,106.7458433,4,,,,POINT (106.7458433 11.008021)
11.0093962,106.7189567,4,,,,POINT (106.7189567 11.0093962)
11.0633236,106.8048689,3,,,,POINT (106.8048689 11.0633236)
11.07658,106.7890192,3,,,,POINT (106.7890192 11.07658)
11.013875,106.6376826,3,,,,POINT (106.6376826 11.013875)
11.0209916,106.620316,4,,,,POINT (106.620316 11.0209916)
11.021699,106.6273349,3,,,,POINT (106.6273349 11.021699)
11.0232616,106.6324243,4,,,,POINT (106.6324243 11.0232616)
11.0260561,106.6474752,3,,,,POINT (106.6474752 11.0260561)
11.0315623,106.6281658,4,,,,POINT (106.6281658 11.0315623)
11.0341418,106.6400147,4,,,,POINT (106.6400147 11.0341418)
11.0342189,106.6401229,4,,,,POINT (106.6401229 11.0342189)
11.0406602,106.6532902,3,,,,POINT (106.6532902 11.0406602)
11.0413427,106.6443369,3,,,,POINT (106.6443369 11.0413427)
11.0589384,106.5955786,3,,,,POINT (106.5955786 11.0589384)
11.0557545,106.7888039,3,,,,POINT (106.7888039 11.0557545)
11.0678965,106.7604615,3,,,,POINT (106.7604615 11.0678965)
11.0981902,106.7703856,3,,,,POINT (106.7703856 11.0981902)
11.0982839,106.7704446,3,,,,POINT (106.7704446 11.0982839)
10.9274022,106.7603213,4,,yes,,POINT (106.7603213 10.9274022)
10.9365035,106.7656187,4,,,,POINT (106.7656187 10.9365035)
10.9388355,106.7674022,4,,yes,,POINT (106.7674022 10.9388355)
10.9419265,106.7577089,3,,,,POINT (106.7577089 10.9419265)
10.9432292,106.7491823,3,,,,POINT (106.7491823 10.9432292)
11.0334995,106.8060278,4,,,,POINT (106.8060278 11.0334995)
11.050122,106.7925556,4,,,,POINT (106.7925556 11.050122)
10.7219475,106.6111118,4,,,,POINT (106.6111118 10.7219475)
10.7220881,106.6110193,4,,,,POINT (106.6110193 10.7220881)
10.7266305,106.6202617,4,,,,POINT (106.6202617 10.7266305)
10.7335865,106.6335968,3,,,,POINT (106.6335968 10.7335865)
10.8354963,106.7456145,1,,,10,POINT (106.7456145 10.8354963)
10.7621619,106.6827948,1,,,,POINT (106.6827948 10.7621619)
10.8000928,106.6685247,3,,,,POINT (106.6685247 10.8000928)
11.0288908,106.7747333,3,,,,POINT (106.7747333 11.0288908)
11.045013,106.7331355,4,,,,POINT (106.7331355 11.045013)
11.0621816,106.6978025,3,,,,POINT (106.6978025 11.0621816)
10.9825377,106.6744964,3,,,,POINT (106.6744964 10.9825377)
10.9900418,106.6730341,4,,,,POINT (106.6730341 10.9900418)
10.9618613,106.6748297,4,,,,POINT (106.6748297 10.9618613)
10.9493885,106.6959257,3,,,,POINT (106.6959257 10.9493885)
10.9558008,106.662119,3,,,,POINT (106.662119 10.9558008)
10.9509157,106.6614097,3,,,,POINT (106.6614097 10.9509157)
10.9018946,106.700447,3,,,,POINT (106.700447 10.9018946)
10.9076094,106.7693884,3,,,,POINT (106.7693884 10.9076094)
10.9086595,106.7811892,3,,,,POINT (106.7811892 10.9086595)
10.9143879,106.7488083,3,,,,POINT (106.7488083 10.9143879)
10.9053987,106.7283909,3,,,,POINT (106.7283909 10.9053987)
10.9117992,106.75149,3,,,,POINT (106.75149 10.9117992)
10.929547,106.7432255,3,,,,POINT (106.7432255 10.929547)
10.9146045,106.7294346,3,,,,POINT (106.7294346 10.9146045)
10.9307942,106.7420829,3,,,,POINT (106.7420829 10.9307942)
10.9663314,106.741935,3,,,,POINT (106.741935 10.9663314)
10.9667763,106.7419319,4,,,,POINT (106.7419319 10.9667763)
10.9606169,106.7496543,4,,,,POINT (106.7496543 10.9606169)
10.9423487,106.7083096,3,,,,POINT (106.7083096 10.9423487)
10.9370056,106.7422964,3,,,,POINT (106.7422964 10.9370056)
10.9670083,106.7274014,4,,,,POINT (106.7274014 10.9670083)
10.9565436,106.7147633,1,,,,POINT (106.7147633 10.9565436)
10.9290152,106.741974,4,,,,POINT (106.741974 10.9290152)
10.9787538,106.6682368,4,,,,POINT (106.6682368 10.9787538)
10.9816951,106.6719281,3,,,,POINT (106.6719281 10.9816951)
10.9866502,106.6875471,3,,,,POINT (106.6875471 10.9866502)
10.9913565,106.6628173,3,,,,POINT (106.6628173 10.9913565)
10.9826601,106.6752651,3,,,,POINT (106.6752651 10.9826601)
11.0137566,106.6764214,4,,,,POINT (106.6764214 11.0137566)
10.9888341,106.6943614,3,,,,POINT (106.6943614 10.9888341)
10.99303,106.6558702,5,,,,POINT (106.6558702 10.99303)
11.0083129,106.6336622,3,,,,POINT (106.6336622 11.0083129)
10.7612608,106.6972114,4,,,,POINT (106.6972114 10.7612608)
10.7501778,106.6854837,3,,,,POINT (106.6854837 10.7501778)
10.9110262,106.7818363,3,,,,POINT (106.7818363 10.9110262)
10.7357633,106.6896458,3,,,,POINT (106.6896458 10.7357633)
11.0031819,106.7434371,3,,,,POINT (106.7434371 11.0031819)
11.0037517,106.7098202,1,,,,POINT (106.7098202 11.0037517)
10.9919679,106.7431284,3,,,,POINT (106.7431284 10.9919679)
10.986116,106.7129289,3,,,,POINT (106.7129289 10.986116)
10.9676673,106.4878831,3,,,,POINT (106.4878831 10.9676673)
10.8429904,106.6154241,4,,,,POINT (106.6154241 10.8429904)
10.9579287,106.6992735,3,,,,POINT (106.6992735 10.9579287)
10.9443707,106.6920432,3,,,,POINT (106.6920432 10.9443707)
10.9606983,106.6952831,3,,,,POINT (106.6952831 10.9606983)
10.9024203,106.698826,4,,,,POINT (106.698826 10.9024203)
10.9410184,106.7086303,3,,,,POINT (106.7086303 10.9410184)
11.0397026,106.7496807,4,,,,POINT (106.7496807 11.0397026)
11.0524158,106.6912113,4,,,,POINT (106.6912113 11.0524158)
11.0611206,106.6974223,3,,,,POINT (106.6974223 11.0611206)
11.0254634,106.6780407,4,,,,POINT (106.6780407 11.0254634)
11.0251745,106.679056,4,,,,POINT (106.679056 11.0251745)
11.0228727,106.6495014,4,,,,POINT (106.6495014 11.0228727)
11.0146786,106.6476294,3,,,,POINT (106.6476294 11.0146786)
10.7282438,106.6774654,4,,,,POINT (106.6774654 10.7282438)
10.8306806,106.7834256,3,,,,POINT (106.7834256 10.8306806)
11.0415774,106.6594495,3,,,,POINT (106.6594495 11.0415774)
11.0435625,106.6571134,1,,,,POINT (106.6571134 11.0435625)
11.058324,106.679028,4,,,,POINT (106.679028 11.058324)
11.0548473,106.6876097,4,,,,POINT (106.6876097 11.0548473)
11.0618355,106.6874785,4,,,,POINT (106.6874785 11.0618355)
11.0634091,106.6819333,4,,,,POINT (106.6819333 11.0634091)
11.0576276,106.6759009,4,,,,POINT (106.6759009 11.0576276)
11.0620007,106.6676192,3,,,,POINT (106.6676192 11.0620007)
11.0571851,106.674113,4,,,,POINT (106.674113 11.0571851)
11.0616298,106.6678945,3,,,,POINT (106.6678945 11.0616298)
11.0558939,106.6683852,4,,,,POINT (106.6683852 11.0558939)
11.0602758,106.6681083,4,,,,POINT (106.6681083 11.0602758)
11.0530802,106.6827629,4,,,,POINT (106.6827629 11.0530802)
11.0583782,106.6901874,4,,,,POINT (106.6901874 11.0583782)
11.0613925,106.6677518,3,,,,POINT (106.6677518 11.0613925)
11.0621379,106.6929425,4,,,,POINT (106.6929425 11.0621379)
11.0615571,106.6889916,4,,,,POINT (106.6889916 11.0615571)
11.0614367,106.6679572,3,,,,POINT (106.6679572 11.0614367)
11.0565027,106.6852204,4,,,,POINT (106.6852204 11.0565027)
11.0523616,106.6911678,4,,,,POINT (106.6911678 11.0523616)
11.062241,106.6933884,3,,,,POINT (106.6933884 11.062241)
11.0592453,106.6891742,4,,,,POINT (106.6891742 11.0592453)
11.0565911,106.6852839,4,,,,POINT (106.6852839 11.0565911)
11.0645182,106.6868498,4,,,,POINT (106.6868498 11.0645182)
11.0620664,106.6928293,4,,,,POINT (106.6928293 11.0620664)
11.0549232,106.6876787,4,,,,POINT (106.6876787 11.0549232)
11.0593269,106.6639661,1,,,,POINT (106.6639661 11.0593269)
11.0633975,106.6904145,3,,,,POINT (106.6904145 11.0633975)
11.062548,106.6780663,4,,,,POINT (106.6780663 11.062548)
11.0633799,106.6817745,4,,,,POINT (106.6817745 11.0633799)
11.0463476,106.6997084,4,,,,POINT (106.6997084 11.0463476)
11.0602126,106.6679085,4,,,,POINT (106.6679085 11.0602126)
11.0618504,106.6749663,4,,,,POINT (106.6749663 11.0618504)
11.0643384,106.6671209,4,,,,POINT (106.6671209 11.0643384)
11.062986,106.6967117,1,,,,POINT (106.6967117 11.062986)
11.0514066,106.6851485,4,,,,POINT (106.6851485 11.0514066)
11.0484577,106.712497,4,,,,POINT (106.712497 11.0484577)
11.0483551,106.7124234,4,,,,POINT (106.7124234 11.0483551)
11.0546518,106.7035922,3,,,,POINT (106.7035922 11.0546518)
11.0548918,106.7042973,4,,,,POINT (106.7042973 11.0548918)
11.0497695,106.7137382,1,,,,POINT (106.7137382 11.0497695)
11.0500363,106.7136597,3,,,,POINT (106.7136597 11.0500363)
11.0488961,106.7128234,4,,,,POINT (106.7128234 11.0488961)
11.0458252,106.7162865,3,,,,POINT (106.7162865 11.0458252)
11.0457058,106.7182114,1,,,,POINT (106.7182114 11.0457058)
11.0592892,106.6980256,1,,,,POINT (106.6980256 11.0592892)
11.0512018,106.7083471,3,,,,POINT (106.7083471 11.0512018)
11.0457124,106.7162059,3,,,,POINT (106.7162059 11.0457124)
11.0513033,106.7084225,3,,,,POINT (106.7084225 11.0513033)
11.0591923,106.6828787,4,,,,POINT (106.6828787 11.0591923)
11.0559509,106.6686307,4,,,,POINT (106.6686307 11.0559509)
11.0396558,106.695134,3,,,,POINT (106.695134 11.0396558)
11.0599325,106.6863444,4,,,,POINT (106.6863444 11.0599325)
11.0548888,106.6639006,1,,,,POINT (106.6639006 11.0548888)
11.0396925,106.6950332,4,,,,POINT (106.6950332 11.0396925)
11.0397939,106.6950694,4,,,,POINT (106.6950694 11.0397939)
11.0397508,106.6951719,3,,,,POINT (106.6951719 11.0397508)
11.0591639,106.6827509,4,,,,POINT (106.6827509 11.0591639)
11.0546023,106.7034618,3,,,,POINT (106.7034618 11.0546023)
11.0096676,106.6869281,4,,,,POINT (106.6869281 11.0096676)
11.0605004,106.6441045,4,,,,POINT (106.6441045 11.0605004)
11.052399,106.6301978,4,,,,POINT (106.6301978 11.052399)
11.0523529,106.630088,3,,,,POINT (106.630088 11.0523529)
10.7131351,106.7315201,4,,,,POINT (106.7315201 10.7131351)
10.7236542,106.7307172,3,,,,POINT (106.7307172 10.7236542)
10.731033,106.7203087,4,,,,POINT (106.7203087 10.731033)
10.8049335,106.7920518,3,,,,POINT (106.7920518 10.8049335)
10.9011193,106.7118778,3,traffic_signals,,,POINT (106.7118778 10.9011193)
10.7235451,106.6016292,3,,,,POINT (106.6016292 10.7235451)
10.7328821,106.6119676,4,,,,POINT (106.6119676 10.7328821)
10.7417419,106.6191672,4,,,,POINT (106.6191672 10.7417419)
10.7235026,106.6015866,3,,,,POINT (106.6015866 10.7235026)
10.7281607,106.6073415,4,,,,POINT (106.6073415 10.7281607)
10.7236029,106.601113,3,,,,POINT (106.601113 10.7236029)
10.7390289,106.6895663,3,,,,POINT (106.6895663 10.7390289)
10.7365328,106.6699011,3,,,,POINT (106.6699011 10.7365328)
10.7371543,106.6709942,4,traffic_signals,,,POINT (106.6709942 10.7371543)
10.740655,106.6776548,4,,,,POINT (106.6776548 10.740655)
10.7669874,106.7030389,3,,,,POINT (106.7030389 10.7669874)
10.7653067,106.7013955,3,,,,POINT (106.7013955 10.7653067)
10.7672511,106.6997734,5,,,,POINT (106.6997734 10.7672511)
10.7538226,106.686917,6,,,,POINT (106.686917 10.7538226)
10.7555119,106.6857994,3,,,,POINT (106.6857994 10.7555119)
10.7540059,106.686887,4,,,,POINT (106.686887 10.7540059)
10.7538618,106.6867409,4,,,,POINT (106.6867409 10.7538618)
10.7532768,106.6870501,3,,,,POINT (106.6870501 10.7532768)
10.7415,106.7375931,3,,,,POINT (106.7375931 10.7415)
10.7344684,106.7218827,4,,,,POINT (106.7218827 10.7344684)
10.7334267,106.7246083,3,,,,POINT (106.7246083 10.7334267)
10.7396851,106.7339236,3,,,,POINT (106.7339236 10.7396851)
10.7541556,106.7204068,3,,,,POINT (106.7204068 10.7541556)
10.7558794,106.7212772,2,,,,POINT (106.7212772 10.7558794)
10.7549852,106.7208779,3,,,,POINT (106.7208779 10.7549852)
10.7552468,106.7229401,3,,,,POINT (106.7229401 10.7552468)
10.7553641,106.7194435,3,,,,POINT (106.7194435 10.7553641)
10.765631,106.7010057,3,,,,POINT (106.7010057 10.765631)
10.7657093,106.7010478,3,,,,POINT (106.7010478 10.7657093)
10.7663412,106.700621,3,,,,POINT (106.700621 10.7663412)
10.7302242,106.7002354,3,,,,POINT (106.7002354 10.7302242)
10.7665511,106.7016057,4,,,,POINT (106.7016057 10.7665511)
10.7663531,106.700978,3,,,,POINT (106.700978 10.7663531)
10.764934,106.7015079,3,,,,POINT (106.7015079 10.764934)
10.7530896,106.7022171,3,,,,POINT (106.7022171 10.7530896)
10.7651372,106.7017118,3,,,,POINT (106.7017118 10.7651372)
10.7215351,106.712449,3,,,,POINT (106.712449 10.7215351)
10.7307983,106.7319535,4,,,,POINT (106.7319535 10.7307983)
10.7314921,106.7349694,1,,,,POINT (106.7349694 10.7314921)
10.7650936,106.6973026,3,,,,POINT (106.6973026 10.7650936)
10.7557367,106.7008649,3,,,,POINT (106.7008649 10.7557367)
10.7673447,106.7060968,3,,,,POINT (106.7060968 10.7673447)
10.76843,106.7057529,2,,,,POINT (106.7057529 10.76843)
10.765225,106.7072097,3,,,,POINT (106.7072097 10.765225)
10.7707757,106.7063184,3,,,,POINT (106.7063184 10.7707757)
10.7694232,106.7051609,3,,,,POINT (106.7051609 10.7694232)
10.7671087,106.7013496,4,,,,POINT (106.7013496 10.7671087)
10.7682131,106.7023387,3,,,,POINT (106.7023387 10.7682131)
10.7682146,106.7026701,3,,,,POINT (106.7026701 10.7682146)
10.7603704,106.7120938,3,,,,POINT (106.7120938 10.7603704)
10.7675486,106.7060988,3,,,,POINT (106.7060988 10.7675486)
10.7680569,106.7059195,3,,,,POINT (106.7059195 10.7680569)
10.7677182,106.7020328,3,,,,POINT (106.7020328 10.7677182)
10.7703541,106.7046901,1,,,,POINT (106.7046901 10.7703541)
10.7625661,106.708407,3,,,,POINT (106.708407 10.7625661)
10.760991,106.7074582,3,,,,POINT (106.7074582 10.760991)
10.7763859,106.7027254,3,traffic_signals,,,POINT (106.7027254 10.7763859)
10.7765708,106.7012198,3,,,,POINT (106.7012198 10.7765708)
10.7761639,106.7029668,3,traffic_signals,,,POINT (106.7029668 10.7761639)
10.7602991,106.712049,4,,,,POINT (106.712049 10.7602991)
10.7908711,106.714991,2,,,,POINT (106.714991 10.7908711)
10.7865567,106.7016456,4,,,,POINT (106.7016456 10.7865567)
10.7872347,106.7022445,3,,,,POINT (106.7022445 10.7872347)
10.7639605,106.6999169,3,,,,POINT (106.6999169 10.7639605)
10.7651915,106.7014005,3,,,,POINT (106.7014005 10.7651915)
10.7504154,106.6879866,3,,,,POINT (106.6879866 10.7504154)
10.789729,106.7173835,3,,,,POINT (106.7173835 10.789729)
10.7896308,106.7172004,3,,,,POINT (106.7172004 10.7896308)
10.7893765,106.7139545,3,,,,POINT (106.7139545 10.7893765)
10.7890806,106.7160705,3,,,,POINT (106.7160705 10.7890806)
10.7890441,106.7159944,3,,,,POINT (106.7159944 10.7890441)
10.7892007,106.7166622,3,,,,POINT (106.7166622 10.7892007)
10.7895798,106.7165563,3,,,,POINT (106.7165563 10.7895798)
10.7871755,106.7177594,3,,,,POINT (106.7177594 10.7871755)
10.7896992,106.7163009,1,,,,POINT (106.7163009 10.7896992)
10.7889937,106.7169093,3,,,,POINT (106.7169093 10.7889937)
10.728992,106.7032853,3,,,,POINT (106.7032853 10.728992)
10.7354783,106.6679034,3,,,,POINT (106.6679034 10.7354783)
10.738956,106.6893672,3,,,,POINT (106.6893672 10.738956)
10.864973,106.7236982,3,,,,POINT (106.7236982 10.864973)
10.8651097,106.7241751,3,,,,POINT (106.7241751 10.8651097)
10.8655976,106.7238987,3,,,,POINT (106.7238987 10.8655976)
10.9040191,106.6995635,3,,,,POINT (106.6995635 10.9040191)
10.7517771,106.610557,4,,,,POINT (106.610557 10.7517771)
10.7515224,106.6185,4,,,,POINT (106.6185 10.7515224)
10.7515884,106.6153129,3,,,,POINT (106.6153129 10.7515884)
10.7666836,106.7723962,4,,,,POINT (106.7723962 10.7666836)
10.7740374,106.7612782,4,,,,POINT (106.7612782 10.7740374)
10.7755336,106.7604115,3,,,,POINT (106.7604115 10.7755336)
10.7762223,106.7552478,3,,,,POINT (106.7552478 10.7762223)
10.7764431,106.7550371,3,,,,POINT (106.7550371 10.7764431)
10.7784977,106.7513337,3,,,,POINT (106.7513337 10.7784977)
10.7784096,106.7574379,4,,,,POINT (106.7574379 10.7784096)
10.7796389,106.7520865,3,,,,POINT (106.7520865 10.7796389)
10.7812103,106.7496757,3,,,,POINT (106.7496757 10.7812103)
10.7813258,106.7497286,3,,,,POINT (106.7497286 10.7813258)
10.7725638,106.7715703,3,,,,POINT (106.7715703 10.7725638)
10.7728194,106.7707227,4,,,,POINT (106.7707227 10.7728194)
10.7731407,106.7710452,3,,,,POINT (106.7710452 10.7731407)
10.7756021,106.7275466,6,traffic_signals,,,POINT (106.7275466 10.7756021)
10.7758823,106.7274012,6,traffic_signals,,,POINT (106.7274012 10.7758823)
